,title,character,dialogue
12650,Matrix-The,MORPHEUS,"Do you want to know what it is, Neo?"
12651,Matrix-The,MORPHEUS,"It's that feeling you have had all your life. That feeling that something was wrong with the world. You don't know what it is but it's there, like a splinter in your mind, driving you mad, driving you to me. But what is it?"
12652,Matrix-The,MORPHEUS,"The Matrix is everywhere, it's all around us, here even in this room. You can see it out your window, or on your television. You feel it when you go to work, or go to church or pay your taxes. It is the world that has been pulled over your eyes to blind you from the truth."
12653,Matrix-The,NEO,What truth?
12654,Matrix-The,MORPHEUS,"That you are a slave, Neo. That you, like everyone else, was born into bondage... ... kept inside a prison that you cannot smell, taste, or touch. A prison for your mind."
12655,Matrix-The,MORPHEUS,"Unfortunately, no one can be told what the Matrix is. You have to see it for yourself."
12656,Matrix-The,NEO,How?
12657,Matrix-The,MORPHEUS,Hold out your hands.
12658,Matrix-The,MORPHEUS,"This is your last chance. After this, there is no going back."
12659,Matrix-The,MORPHEUS,You take the blue pill and the story ends. You wake in your bed and you believe whatever you want to believe.
12660,Matrix-The,MORPHEUS,You take the red pill and you stay in Wonderland and I show you how deep the rabbit-hole goes.
12661,Matrix-The,MORPHEUS,Remember that all I am offering is the truth. Nothing more.
12662,Matrix-The,MORPHEUS,Follow me.
12663,Matrix-The,MORPHEUS,"Haven't I always told you, Cypher, not to let fear control your life. Apoc, are we on-line?"
12664,Matrix-The,NEO,Apoc? You wrote the Four Horsemen Virus.
12665,Matrix-The,MORPHEUS,"Neo, time is always against us. Will you take a seat there?"
12666,Matrix-The,MORPHEUS,I imagine you know sonething about virtual reality.
12667,Matrix-The,NEO,A little.
12668,Matrix-The,MORPHEUS,Tell me about it.
12669,Matrix-The,NEO,"Essentially, it's a hardware system that uses an apparatus; headgear, gloves and whatever to make you feel that you are in a computer program."
12670,Matrix-The,MORPHEUS,"If the virtual reality apparatus, as you called it, was wired to all of your senses and controlled them completely, would you be able to tell the difference between the virtual world and the real world?"
12671,Matrix-The,NEO,"You might not, no."
12672,Matrix-The,MORPHEUS,"No, you wouldn't."
12673,Matrix-The,NEO,You did all this?
12674,Matrix-The,MORPHEUS,The pill you took is part of a trace program. It's going to make things feel a bit strange.
12675,Matrix-The,NEO,Shit...
12676,Matrix-The,NEO,What is this? Mescaline?
12677,Matrix-The,MORPHEUS,"Just relax, Neo."
12678,Matrix-The,NEO,Uh-oh...
12679,Matrix-The,MORPHEUS,Apoc?
12680,Matrix-The,MORPHEUS,"Tank, we're going to need the signal soon. Stay calm, Neo."
12681,Matrix-The,NEO,It's cold.
12682,Matrix-The,NEO,It's all over me --
12683,Matrix-The,MORPHEUS,Shit! Apoc?
12684,Matrix-The,MORPHEUS,"Now, Tank now!"
12685,Matrix-The,MORPHEUS,"Welcome to the real world, Neo."
12686,Matrix-The,NEO,... am I dead?
12687,Matrix-The,MORPHEUS,I know.
12688,Matrix-The,NEO,What are you doing?
12689,Matrix-The,MORPHEUS,Your muscles have atrophied. We're rebuilding them.
12690,Matrix-The,NEO,Why do my eyes hurt?
12691,Matrix-The,MORPHEUS,You've never used them before.
12692,Matrix-The,MORPHEUS,"Rest, Neo. The answers are coming."
12693,Matrix-The,NEO,"Morpheus, what's happened to me? What is this place?"
12694,Matrix-The,MORPHEUS,More important than what is when?
12695,Matrix-The,NEO,When?
12696,Matrix-The,MORPHEUS,You believe the year is 1997 when in fact it is much closer to 2197. I can't say for certain what year it is because we honestly do not know.
12697,Matrix-The,NEO,That's not possible.
12698,Matrix-The,MORPHEUS,"I promised you the truth, Neo, and the truth is that the world you were living in was a lie."
12699,Matrix-The,NEO,How?
12700,Matrix-The,MORPHEUS,I'll show you.
12701,Matrix-The,MORPHEUS,"This is my ship, the Nebuchadnezzar. It's a hovercraft. Small like a submarine. It's dark. It's cramped and cold. But it's home."
12702,Matrix-The,MORPHEUS,This is the main deck. You know most of my crew.
12703,Matrix-The,MORPHEUS,The ones you don't know. That's Mouse and Switch. The two big guys are Tank and Dozer.
12704,Matrix-The,MORPHEUS,"And this, this is the Core. This is where we broadcast our pirate signal and hack into the Matrix."
12705,Matrix-The,MORPHEUS,"Help him, Trinity."
12706,Matrix-The,MORPHEUS,Do you remember when I asked you about an apparatus that could turn a virtual reality into reality?
12707,Matrix-The,MORPHEUS,It's right here.
12708,Matrix-The,MORPHEUS,And it's accessed here.
12709,Matrix-The,MORPHEUS,This will feel a little weird.
12710,Matrix-The,MORPHEUS,This is the Construct.
12711,Matrix-The,MORPHEUS,"It is our loading program. We can load anything from clothes, to weapons, to training simulations. Anything we need."
12712,Matrix-The,MORPHEUS,Sit down.
12713,Matrix-The,NEO,"Right now, we're inside a computer program?"
12714,Matrix-The,MORPHEUS,"Wild, isn't it?"
12715,Matrix-The,NEO,This isn't real?
12716,Matrix-The,MORPHEUS,"What is real? How do you define real? If you're talking about your senses, what you feel, taste, smell, or see, then all you're talking about are electrical signals interpreted by your brain."
12717,Matrix-The,MORPHEUS,This is the Chicago you know. Chicago as it was at the end of the twentieth century. This Chicago exists only as part of a neural-interactive simulation that we call the Matrix.
12718,Matrix-The,MORPHEUS,"You have been living inside Baulliaurd's vision, inside the map, not the territory. This is Chicago as it exists today."
12719,Matrix-The,MORPHEUS,'The desert of the real.'
12720,Matrix-The,MORPHEUS,"We are, right now, miles below the earth's surface. The only place humans can survive outside the Matrix is underground."
12721,Matrix-The,NEO,What happened?
12722,Matrix-The,MORPHEUS,"It started early in the twenty- first century, with the birth of artificial intelligence, a singular consciousness that spawned an entire race of machines."
12723,Matrix-The,MORPHEUS,"At first all they wanted was to be treated as equals, entitled to the same human inalienable rights. Whatever they were given, it was not enough."
12724,Matrix-The,MORPHEUS,We don't know who struck first. Us or them. But sometime at the end of the twenty-first century the battle was joined.
12725,Matrix-The,MORPHEUS,The war raged for generations and turned the face of our planet from green and blue to black and red.
12726,Matrix-The,MORPHEUS,"It scorched and burned the sky. Without the sun, the machines sought out a new energy source to survive."
12727,Matrix-The,MORPHEUS,"They discovered a new form of fusion. All that was required to initiate the reaction was a small electric charge. Throughout human history we have been dependent on machines to survive. Fate, it seems, is not without a sense of irony."
12728,Matrix-The,MORPHEUS,"The human body generates more bio- electricity than a 120-volt battery and over 25,000 B.T.U.'s of body heat."
12729,Matrix-The,MORPHEUS,"We are, as an energy source, easily renewable and completely recyclable, the dead liquified and fed intravenously to the living."
12730,Matrix-The,MORPHEUS,All they needed to control this new battery was something to occupy our mind.
12731,Matrix-The,MORPHEUS,"And so they built a prison out of our past, wired it to our brains and turned us into slaves."
12732,Matrix-The,NEO,No! I don't believe it! It's not possible!
12733,Matrix-The,MORPHEUS,"I didn't say that it would be easy, Neo. I just said that it would be the truth."
12734,Matrix-The,NEO,Stop! Let me out! I want out!
12735,Matrix-The,NEO,Get this thing out of me!
12736,Matrix-The,NEO,Don't touch me! Get away from me!
12737,Matrix-The,NEO,"I can't go back, can I?"
12738,Matrix-The,MORPHEUS,"No. But if you could, would you really want to?"
12739,Matrix-The,MORPHEUS,I feel that I owe you an apology. There is a rule that we do not free a mind once it reaches a certain age. It is dangerous. They have trouble letting go.. Their mind turns against them. I've seen it happen. I broke the rule because I had to.
12740,Matrix-The,MORPHEUS,"When the Matrix was first built there was a man born inside that had the ability to change what he wanted, to remake the Matrix as he saw fit. It was this man that freed the first of us and taught us the secret of the war; control the Matrix and you control the future."
12741,Matrix-The,MORPHEUS,"When he died, the Oracle at the temple of Zion prophesied his return and envisioned an end to the war and freedom for our people. That is why there are those of us that have spent our entire lives searching the Matrix, looking for him."
12742,Matrix-The,MORPHEUS,"I did what I did, because I believe we have been brought here for a reason, Neo. You are here to serve a purpose, just as I am here to serve mine."
12743,Matrix-The,NEO,I told you I don't believe in fate.
12744,Matrix-The,MORPHEUS,"But I do, Neo. I do."
12745,Matrix-The,MORPHEUS,Get some rest. You're going to need it.
12746,Matrix-The,NEO,For what?
12747,Matrix-The,MORPHEUS,Your training.
12748,Matrix-The,NEO,No.
12749,Matrix-The,NEO,You don't have...
12750,Matrix-The,NEO,Zion?
12751,Matrix-The,NEO,Jiujitsu? I'm going to learn jujitsu?
12752,Matrix-The,NEO,No way.
12753,Matrix-The,NEO,Holy shit!
12754,Matrix-The,NEO,Hell yes!
12755,Matrix-The,MORPHEUS,How is he?
12756,Matrix-The,NEO,This is incredible. I know Kung Fu.
12757,Matrix-The,MORPHEUS,Show me.
12758,Matrix-The,MORPHEUS,"This is a sparring program, similar to the programmed reality of the Matrix. Consider this your first lesson."
12759,Matrix-The,MORPHEUS,Attack me.
12760,Matrix-The,MORPHEUS,Good. Adaption. Improvisation. But your weakness isn't your technique.
12761,Matrix-The,MORPHEUS,How did I beat you?
12762,Matrix-The,NEO,You -- You're too fast.
12763,Matrix-The,MORPHEUS,"Do you think my being faster, stronger has anything to do with my muscles in this place?"
12764,Matrix-The,MORPHEUS,Do you believe that's air you are breathing now?
12765,Matrix-The,MORPHEUS,"If you can free your mind, the body will follow."
12766,Matrix-The,MORPHEUS,Again.
12767,Matrix-The,MORPHEUS,You are angry with me.
12768,Matrix-The,NEO,"I, uh... maybe."
12769,Matrix-The,MORPHEUS,It's all right. It's natural.
12770,Matrix-The,NEO,I feel better.
12771,Matrix-The,MORPHEUS,"Good, good. Anger is a gift, Neo, but it's a heavy one."
12772,Matrix-The,MORPHEUS,"Tank, load the jump program."
12773,Matrix-The,MORPHEUS,You have to learn to let go of that anger. You must let go of everything.
12774,Matrix-The,MORPHEUS,You must empty yourself to free your mind.
12775,Matrix-The,NEO,Shit.
12776,Matrix-The,NEO,Okie dokie.
12777,Matrix-The,NEO,Yeah. Free my mind. Right. No problem.
12778,Matrix-The,MORPHEUS,Everyone falls the first time.
12779,Matrix-The,MORPHEUS,"If you never know failure, how can you know success?"
12780,Matrix-The,NEO,I thought it wasn't real.
12781,Matrix-The,NEO,"If you are killed in the Matrix, you die here?"
12782,Matrix-The,MORPHEUS,The body cannot live without the mind.
12783,Matrix-The,NEO,Sorry.
12784,Matrix-The,NEO,What are you doing?
12785,Matrix-The,NEO,Is that... ?
12786,Matrix-The,NEO,"Jeez, I was wondering about that."
12787,Matrix-The,NEO,Why I was bald here but not in the Matrix.
12788,Matrix-The,NEO,Residual self image.
12789,Matrix-The,NEO,"Life systems monitor, glucose levels."
12790,Matrix-The,NEO,Main power supply to the core.
12791,Matrix-The,NEO,Mainframe self-destruct. Uses all remaining power to generate an... E.M.P?
12792,Matrix-The,MORPHEUS,How's he doing?
12793,Matrix-The,MORPHEUS,"Good. I want everyone alerted to 12-hour stand-by. We're going in. Neo, it's time for you to know why you're here."
12794,Matrix-The,NEO,What's he talking about?
12795,Matrix-The,NEO,See who?
12796,Matrix-The,MORPHEUS,We're in.
12797,Matrix-The,MORPHEUS,Mouse and Cable hold the exit. Let's go.
12798,Matrix-The,NEO,Did you have to do this?
12799,Matrix-The,NEO,What did she tell you?
12800,Matrix-The,NEO,Any of them true?
12801,Matrix-The,MORPHEUS,We should be back in an hour.
12802,Matrix-The,MORPHEUS,"Do you now understand what it means when we say, if you're not one of us, you're one of them?"
12803,Matrix-The,NEO,The agents. They're sentient programs. They can commandeer any software hardwired to the mainframe.
12804,Matrix-The,MORPHEUS,Anyone that is still in a power plant. That is why we try to be invisible in the Matrix.
12805,Matrix-The,NEO,The best hacking is always traceless.
12806,Matrix-The,MORPHEUS,"You're looking well, Mojo."
12807,Matrix-The,NEO,What -- what happened?
12808,Matrix-The,MORPHEUS,This is the temple. It is a part of Zion's mainframe. It's hidden inside the Matrix so that we can access it.
12809,Matrix-The,MORPHEUS,"Okay, you're on your own. Go with them."
12810,Matrix-The,NEO,There is no spoon. Right.
12811,Matrix-The,NEO,Hello?
12812,Matrix-The,NEO,Hello?
12813,Matrix-The,NEO,You're the Oracle?
12814,Matrix-The,NEO,Yeah.
12815,Matrix-The,NEO,What vase?
12816,Matrix-The,NEO,"Shit, I'm sorry."
12817,Matrix-The,NEO,How did you know...?
12818,Matrix-The,NEO,Who?
12819,Matrix-The,NEO,I think so.
12820,Matrix-The,NEO,I don't know.
12821,Matrix-The,NEO,What's the good news?
12822,Matrix-The,NEO,"Is that it, then?"
12823,Matrix-The,MORPHEUS,"You don't have to tell me anything, Neo, because I already know what she said."
12824,Matrix-The,NEO,You do?
12825,Matrix-The,MORPHEUS,I brought you so that you could hear it for yourself. I knew it would help.
12826,Matrix-The,MORPHEUS,No one will ever ask you because it is a gift from her. It is for you and you alone.
12827,Matrix-The,NEO,Whoa. Deja vu.
12828,Matrix-The,NEO,Nothing. Just had a little deja vu.
12829,Matrix-The,NEO,A black cat went past us and then I saw another that looked just like it.
12830,Matrix-The,NEO,It might have been. I'm not sure.
12831,Matrix-The,NEO,What is it?
12832,Matrix-The,MORPHEUS,Come on!
12833,Matrix-The,MORPHEUS,Give me your phone.
12834,Matrix-The,MORPHEUS,We have no choice.
12835,Matrix-The,MORPHEUS,"Tank, find a structural drawing of this building and find it fast."
12836,Matrix-The,MORPHEUS,I need the main wet-wall.
12837,Matrix-The,MORPHEUS,Good.
12838,Matrix-The,MORPHEUS,Come on!
12839,Matrix-The,MORPHEUS,You have to get Neo out. Understand? That's all that matters now.
12840,Matrix-The,MORPHEUS,He must get out. Do you understand me?
12841,Matrix-The,MORPHEUS,And you are?
12842,Matrix-The,MORPHEUS,You all look the same to me.
12843,Matrix-The,MORPHEUS,"Oh, so have I."
12844,Matrix-The,MORPHEUS,I already have.
12845,Matrix-The,NEO,I don't know. It just went dead.
12846,Matrix-The,NEO,It's Tank! He's alive.
12847,Matrix-The,NEO,Yeah. Right.
12848,Matrix-The,NEO,What are they doing to him?
12849,Matrix-The,NEO,How?
12850,Matrix-The,NEO,How much time?
12851,Matrix-The,NEO,The access codes to Zion.
12852,Matrix-The,NEO,You need help. I'm coming with you.
12853,Matrix-The,NEO,Morpheus did what he did because he believed that I'm something that I'm not.
12854,Matrix-The,NEO,"I'm not the One, Trinity. The Oracle told me."
12855,Matrix-The,NEO,She said I had a gift but I still had a lot to learn. She told me maybe next life.
12856,Matrix-The,NEO,Why? It wouldn't mean anything. He'd still believe what he wanted to believe. But Morpheus is the one that matters. He's more important than me and we both know it.
12857,Matrix-The,NEO,"I may not be what Morpheus thinks I am, but if I don't try to help him, then I'm not even what I think I am."
12858,Matrix-The,NEO,His friend.
12859,Matrix-The,NEO,Yeah?
12860,Matrix-The,NEO,That's why it's going to work.
12861,Matrix-The,NEO,There is no spoon.
12862,Matrix-The,NEO,Trinity!
12863,Matrix-The,NEO,... help.
12864,Matrix-The,NEO,Thanks.
12865,Matrix-The,NEO,I'm fine.
12866,Matrix-The,NEO,Can you fly that thing?
12867,Matrix-The,NEO,"Get up, Morpheus! Get up!"
12868,Matrix-The,NEO,He won't make it.
12869,Matrix-The,NEO,Gotcha!
12870,Matrix-The,NEO,Oh fuck.
12871,Matrix-The,MORPHEUS,I knew it! I goddamn knew it!
12872,Matrix-The,MORPHEUS,Do you believe me now? He's the One! Who else could have done this?
12873,Matrix-The,NEO,"Morpheus, I know you won't believe me but the Oracle told ne I'm not the One."
12874,Matrix-The,MORPHEUS,It doesn't matter if I don't believe you --
12875,Matrix-The,MORPHEUS,What matters is that you don't believe her.
12876,Matrix-The,NEO,Don't!
12877,Matrix-The,NEO,Get outta here. Okay? Run! Go!
12878,Matrix-The,NEO,It was nobody.
12879,Matrix-The,NEO,"Let's go! You first, Morpheus."
12880,Matrix-The,NEO,I believe...
12881,Matrix-The,NEO,I want to kiss you.
12882,Matrix-The,NEO,So are you.
12883,Matrix-The,NEO,I already have.
12884,Matrix-The,NEO,My name is Neo.
12885,Matrix-The,MORPHEUS,"I know. Don't worry, he'll make it."
12886,Matrix-The,NEO,"Mr. Wizard, Get me the fuck out of here!"
12887,Matrix-The,NEO,"Hurry, Tank! I got some serious pursuit!"
12888,Matrix-The,NEO,"I'm trying, Trinity. I'm trying."
12889,Matrix-The,MORPHEUS,Do it!
12890,Matrix-The,MORPHEUS,He's going to make it.
12891,Matrix-The,NEO,Hi. It's me. I know you're out there. I know you're working as fast as you can to catch me.
12892,Matrix-The,NEO,I thought I should call and let you know how things stand.
12893,Matrix-The,NEO,"I know you're real proud of this world you've built, the way it works, all the nice little rules and such, but I've got some bad news."
12894,Matrix-The,NEO,I've decided to make a few changes.
12895,Pirates-of-the-Caribbean,ELIZABETH,"Yo, ho, yo, ho, a pirate's life for me Yo, ho, yo, ho, it's a pirate's life for me..."
12896,Pirates-of-the-Caribbean,ELIZABETH,"...drink up me hearties, yo, ho..."
12897,Pirates-of-the-Caribbean,ELIZABETH,I think it would be rather exciting to meet a pirate.
12898,Pirates-of-the-Caribbean,ELIZABETH,"Actually, I find it all fascinating."
12899,Pirates-of-the-Caribbean,ELIZABETH,"Yes, father."
12900,Pirates-of-the-Caribbean,ELIZABETH,I still think it would be exciting to meet a pirate...
12901,Pirates-of-the-Caribbean,ELIZABETH,Look! A boy! In the water!
12902,Pirates-of-the-Caribbean,ELIZABETH,Boy overboard!
12903,Pirates-of-the-Caribbean,ELIZABETH,My name is Elizabeth Swann.
12904,Pirates-of-the-Caribbean,ELIZABETH,"I'm watching over you, Will."
12905,Pirates-of-the-Caribbean,ELIZABETH,You're a pirate.
12906,Pirates-of-the-Caribbean,ELIZABETH,His name is Will Turner -- that's all I found out.
12907,Pirates-of-the-Caribbean,ELIZABETH,Yes -- yes.
12908,Pirates-of-the-Caribbean,ELIZABETH,Ceremony?
12909,Pirates-of-the-Caribbean,ELIZABETH,I knew it.
12910,Pirates-of-the-Caribbean,ELIZABETH,Difficult ... to say.
12911,Pirates-of-the-Caribbean,ELIZABETH,Women in London must have learned to not breath.
12912,Pirates-of-the-Caribbean,ELIZABETH,Will! It's so good to see you!
12913,Pirates-of-the-Caribbean,ELIZABETH,"I dreamt about you last night. Will reacts with surprise: ""Really?"
12914,Pirates-of-the-Caribbean,ELIZABETH,About the day we met. Do you remember?
12915,Pirates-of-the-Caribbean,ELIZABETH,"Will, how many times must I ask you to call me 'Elizabeth'?"
12916,Pirates-of-the-Caribbean,ELIZABETH,"Good day, Mr. Turner."
12917,Pirates-of-the-Caribbean,JACK,It's remarkable how often those two traits coincide.
12918,Pirates-of-the-Caribbean,JACK,"What do you say to three shillings, and we forget the name?"
12919,Pirates-of-the-Caribbean,JACK,"Sorry, I didn't know."
12920,Pirates-of-the-Caribbean,JACK,"Some sort of to-do up at the fort, eh? You two weren't invited?"
12921,Pirates-of-the-Caribbean,JACK,This must be some important boat.
12922,Pirates-of-the-Caribbean,JACK,Ship.
12923,Pirates-of-the-Caribbean,JACK,"That's a fine goal, I'm sure ... But it seems to me a ship like that -- -- makes this one here just a wee superfluous."
12924,Pirates-of-the-Caribbean,JACK,"That so? I've heard of one, supposed to be fast, nigh uncatchable ... the Black Pearl?"
12925,Pirates-of-the-Caribbean,JACK,I'm sorry. It's just such a pretty boat. Ship.
12926,Pirates-of-the-Caribbean,JACK,Smith.
12927,Pirates-of-the-Caribbean,JACK,"None? Very well. You've rumbled me. I confess: I intend to commandeer one of these ships, pick up a crew in Tortuga, and go out on the account, do a little honest pirating."
12928,Pirates-of-the-Caribbean,JACK,"Unless, of course, he knew you wouldn't believe the truth if he told it to you."
12929,Pirates-of-the-Caribbean,ELIZABETH,I can't breathe.
12930,Pirates-of-the-Caribbean,JACK,Aren't you going to save her?
12931,Pirates-of-the-Caribbean,JACK,Sailors.
12932,Pirates-of-the-Caribbean,JACK,Fine.
12933,Pirates-of-the-Caribbean,JACK,Don't lose these.
12934,Pirates-of-the-Caribbean,JACK,"Clearly, you've never been to Singapore."
12935,Pirates-of-the-Caribbean,JACK,Where did you get this?
12936,Pirates-of-the-Caribbean,ELIZABETH,"Yes -- yes, I'm fine -- Commodore Norrington, do you intend to kill my rescuer?"
12937,Pirates-of-the-Caribbean,JACK,Captain Jack Sparrow. If you please.
12938,Pirates-of-the-Caribbean,JACK,"Ah, but you have heard of me."
12939,Pirates-of-the-Caribbean,ELIZABETH,"Commodore, I must protest. Pirate or not, this man saved my life."
12940,Pirates-of-the-Caribbean,JACK,But it seems to be enough to condemn him.
12941,Pirates-of-the-Caribbean,JACK,Finally.
12942,Pirates-of-the-Caribbean,JACK,"Commodore Norrington ... my pistol and belt, please."
12943,Pirates-of-the-Caribbean,JACK,Commodore!
12944,Pirates-of-the-Caribbean,JACK,Elizabeth -- it is Elizabeth?
12945,Pirates-of-the-Caribbean,JACK,"Miss Swann, if you'll be so kind?"
12946,Pirates-of-the-Caribbean,JACK,"Now, if you'll be very kind?"
12947,Pirates-of-the-Caribbean,ELIZABETH,You are despicable.
12948,Pirates-of-the-Caribbean,JACK,I saved your life; now you've saved mine. We're square.
12949,Pirates-of-the-Caribbean,JACK,Gentleman. .. m' lady. .. you will always remember this as the day you almost caught Captain Jack Sparrow.
12950,Pirates-of-the-Caribbean,ELIZABETH,"Yes, I'm all right, I'm fine! Go capture him."
12951,Pirates-of-the-Caribbean,ELIZABETH,"Thank you, Father ... and let that be the last of your fashion advice, please."
12952,Pirates-of-the-Caribbean,JACK,You look familiar ... Have I ever threatened you before?
12953,Pirates-of-the-Caribbean,JACK,Ah. Then it would be a shame to put a black mark on your record. So if you'll excuse me ...
12954,Pirates-of-the-Caribbean,JACK,"Do you think this is wise, boy? Crossing blades with a pirate?"
12955,Pirates-of-the-Caribbean,JACK,Only a little.
12956,Pirates-of-the-Caribbean,JACK,"You know what you're doing, I'll give you that ... Excellent form ... But how's your footwork? If I step here -"
12957,Pirates-of-the-Caribbean,JACK,"Very good! And if I step again, you step again. . ."
12958,Pirates-of-the-Caribbean,JACK,Ta!
12959,Pirates-of-the-Caribbean,JACK,"That's a good trick. Except, once again, you are between me and the way out. And now you have no weapon."
12960,Pirates-of-the-Caribbean,JACK,Who makes all these?
12961,Pirates-of-the-Caribbean,JACK,You need to find yourself a girl. Or maybe the reason you practice three hours a day is you've found one -- but can't get her?
12962,Pirates-of-the-Caribbean,JACK,Move away.
12963,Pirates-of-the-Caribbean,JACK,Move!
12964,Pirates-of-the-Caribbean,JACK,"You're lucky, boy -- this shot's not meant for you."
12965,Pirates-of-the-Caribbean,ELIZABETH,"Nice and toasty. Thank you, Estrellia."
12966,Pirates-of-the-Caribbean,JACK,"You can keep doing that forever, that dog's never going to move."
12967,Pirates-of-the-Caribbean,JACK,I know those guns!
12968,Pirates-of-the-Caribbean,JACK,It's the Black Pearl.
12969,Pirates-of-the-Caribbean,JACK,There are a lot of stories about the Black Pearl.
12970,Pirates-of-the-Caribbean,ELIZABETH,"Listen, Estrella -- they haven't seen you. Hide, and first chance, run for the fort ."
12971,Pirates-of-the-Caribbean,ELIZABETH,"Please, no ..."
12972,Pirates-of-the-Caribbean,ELIZABETH,Par. .. Parlay!
12973,Pirates-of-the-Caribbean,ELIZABETH,"Parlay! I invoke the right of parlay! According to"" the Code of the Brethren, set down by the pirates Morgan and Bartholomew, you must take me to your Captain!"
12974,Pirates-of-the-Caribbean,ELIZABETH,"If an adversary demands parley, you can do them no harm until the parlay is complete."
12975,Pirates-of-the-Caribbean,JACK,"It's all right, doggie ... come here,"
12976,Pirates-of-the-Caribbean,JACK,"What's the matter, boy?"
12977,Pirates-of-the-Caribbean,JACK,Worry about your own fortunes. The lowest circle of hell is reserved for betrayers ... and mutineers.
12978,Pirates-of-the-Caribbean,JACK,You are cursed.
12979,Pirates-of-the-Caribbean,JACK,The stories are true.
12980,Pirates-of-the-Caribbean,ELIZABETH,I am here to --
12981,Pirates-of-the-Caribbean,ELIZABETH,Captain Barbossa ... I have come to negotiate the cessation of hostilities against Port Royal.
12982,Pirates-of-the-Caribbean,ELIZABETH,I want you to leave. And never come back.
12983,Pirates-of-the-Caribbean,ELIZABETH,Very well.
12984,Pirates-of-the-Caribbean,ELIZABETH,I'll drop it!
12985,Pirates-of-the-Caribbean,ELIZABETH,Because it's what you're searching for. You've been searching for it for years. I recognize this ship.
12986,Pirates-of-the-Caribbean,ELIZABETH,"Fine. I suppose if this is worthless, there's no reason to keep it."
12987,Pirates-of-the-Caribbean,ELIZABETH,Elizabeth - Turner. I'm a maid in the governor's household. Barbossa reacts to the name Turner: it confirms what he has suspected. The other pirates surreptitiously exchange glances and nods.
12988,Pirates-of-the-Caribbean,ELIZABETH,"Thank you, sir."
12989,Pirates-of-the-Caribbean,ELIZABETH,"Of course. I didn't steal it, if that's what you mean."
12990,Pirates-of-the-Caribbean,ELIZABETH,Can I trust you?
12991,Pirates-of-the-Caribbean,ELIZABETH,Our bargain. . ?
12992,Pirates-of-the-Caribbean,ELIZABETH,Wait! You must return me to shore! According to the rules of the Order of the Brethren -
12993,Pirates-of-the-Caribbean,JACK,Somewhat.
12994,Pirates-of-the-Caribbean,JACK,Surely you've heard the stories? The Black Pearl sails from the dreaded Isla de Mureta... an island that cannot be found -- except by those who already know where it is.
12995,Pirates-of-the-Caribbean,JACK,Why ask me?
12996,Pirates-of-the-Caribbean,JACK,And you want to turn pirate yourself?
12997,Pirates-of-the-Caribbean,JACK,"So it is that you found a girl. Well, if you're intending to brave all and hasten to her rescue and so win fair lady's heart, you'll have to do it alone. I see no profit in it for me."
12998,Pirates-of-the-Caribbean,JACK,How? The key's run off.
12999,Pirates-of-the-Caribbean,JACK,Your name is Turner.
13000,Pirates-of-the-Caribbean,JACK,"Will Turner... I'll tell you what, Mr. Turner. I've changed my mind. You spring me from this cell, and on pain of death, I'll you to the Black Pearl. Do we have an accord?"
13001,Pirates-of-the-Caribbean,JACK,Agreed!
13002,Pirates-of-the-Caribbean,JACK,Not without my effects.
13003,Pirates-of-the-Caribbean,JACK,"My business, Will. As for your business -one question, or there's no use going. This girl -- what does she mean to you? How far are you willing to go to save her?"
13004,Pirates-of-the-Caribbean,JACK,Good.
13005,Pirates-of-the-Caribbean,JACK,"Ah, now there's a lovely sight!"
13006,Pirates-of-the-Caribbean,JACK,"I knew the Harbormaster wouldn't report her. Honest men are slaves to their conscience, and there's no predicting 'em. But you can always trust a dishonest man to stay that way..."
13007,Pirates-of-the-Caribbean,JACK,Come aboard.
13008,Pirates-of-the-Caribbean,JACK,No worries there. She's far more likely to rot out from under us.
13009,Pirates-of-the-Caribbean,JACK,"Besides, we are about to better our prospects considerably."
13010,Pirates-of-the-Caribbean,JACK,Commandeer. We're going to commandeer a ship. Nautical term.
13011,Pirates-of-the-Caribbean,JACK,Remarkable how often those two traits coincide.
13012,Pirates-of-the-Caribbean,JACK,Everybody stay calm. We're taking over the ship!
13013,Pirates-of-the-Caribbean,JACK,Dead serious.
13014,Pirates-of-the-Caribbean,JACK,We'll see about that.
13015,Pirates-of-the-Caribbean,JACK,"Fine by me. We brought you a nice little boat, so you can all get back to shore, safe and sound."
13016,Pirates-of-the-Caribbean,JACK,"As likely as not. Will, short up the anchor, we've got ourselves a ship!"
13017,Pirates-of-the-Caribbean,JACK,A little help?
13018,Pirates-of-the-Caribbean,JACK,"Lookee there, mate! We're underway!"
13019,Pirates-of-the-Caribbean,JACK,Can you swim? Can. You. Swim?
13020,Pirates-of-the-Caribbean,JACK,Good.
13021,Pirates-of-the-Caribbean,JACK,"Thank you, Commodore, for getting our ship ready to make way! We'd've had a hard time of it by ourselves!"
13022,Pirates-of-the-Caribbean,ELIZABETH,Tell the captain that I am disinclined to acquiesce to his request.
13023,Pirates-of-the-Caribbean,ELIZABETH,It's poisoned!
13024,Pirates-of-the-Caribbean,ELIZABETH,Then why aren't you eating?
13025,Pirates-of-the-Caribbean,ELIZABETH,It's a pirate medallion.
13026,Pirates-of-the-Caribbean,ELIZABETH,"That's all very interesting, but I hardly believe in ghost stories any more."
13027,Pirates-of-the-Caribbean,JACK,"For a man whose made an industry of avoiding boats, you're a quick study."
13028,Pirates-of-the-Caribbean,JACK,Is that so?
